composition,coop_rate,winning_strategy
"[4, 3, 3, 2, 4, 2, 2, 3, 0, 5]",151.15178571428572,['EvolvedANNNoise05']
"[5, 0, 1, 3, 2, 3, 3, 0, 5, 0]",141.77685950413223,['EvolvedANNNoise05']
"[5, 0, 0, 5, 2, 3, 5, 0, 4, 4]",148.22066326530611,['EvolvedANNNoise05']
"[0, 4, 3, 2, 5, 4, 4, 0, 1, 1]",162.35069444444446,['GrudgerAlternator']
"[4, 4, 3, 0, 3, 3, 4, 2, 3, 5]",154.07180020811654,['SecondByRichardHufford']
"[4, 1, 3, 5, 3, 1, 1, 3, 1, 0]",135.35537190082644,['EvolvedANNNoise05']
"[5, 5, 0, 0, 5, 5, 4, 1, 2, 1]",152.2283163265306,['SneakyTitForTat']
"[4, 5, 4, 2, 5, 4, 3, 5, 3, 1]",152.19907407407408,['EvolvedANNNoise05']
"[1, 2, 3, 5, 4, 3, 1, 0, 1, 1]",147.79818594104307,['EvolvedANNNoise05']
"[3, 4, 4, 3, 4, 0, 4, 5, 3, 4]",146.931660899654,['EvolvedANNNoise05']
"[5, 0, 1, 0, 3, 2, 2, 3, 0, 5]",147.79818594104307,['DefectorHunter']
"[5, 0, 2, 3, 2, 2, 4, 4, 1, 0]",148.97542533081287,['EvolvedANNNoise05']
"[5, 2, 5, 5, 2, 5, 1, 3, 4, 0]",147.6044921875,['EvolvedANNNoise05']
"[0, 0, 2, 1, 0, 1, 1, 5, 4, 4]",159.34567901234567,['EvolvedANNNoise05']
"[5, 3, 3, 4, 4, 0, 1, 4, 5, 4]",136.52341597796143,['SecondByRichardHufford']
"[2, 0, 3, 3, 1, 3, 4, 1, 2, 5]",155.71701388888889,['EvolvedANNNoise05']
"[5, 3, 4, 3, 4, 4, 0, 5, 0, 1]",150.59453032104636,['DefectorHunter']
"[1, 3, 1, 3, 4, 3, 0, 2, 5, 4]",141.15976331360946,['SecondByRichardHufford']
"[4, 4, 2, 0, 1, 4, 3, 0, 1, 3]",163.1012396694215,['SneakyTitForTat']
"[1, 4, 4, 5, 3, 5, 3, 1, 2, 2]",157.10777777777778,['EvolvedANNNoise05']
"[3, 4, 1, 2, 4, 1, 1, 4, 5, 0]",142.4752,['Raider']
"[0, 4, 2, 3, 5, 3, 0, 4, 0, 5]",165.47041420118344,['SecondByRichardHufford']
"[3, 3, 3, 2, 5, 3, 4, 5, 3, 2]",149.2690541781451,['EvolvedANNNoise05']
"[2, 2, 3, 1, 4, 3, 5, 5, 4, 2]",152.49843912591052,['EvolvedANNNoise05']
"[3, 5, 0, 3, 2, 4, 5, 5, 3, 5]",166.21795918367346,['EvolvedANNNoise05']
"[4, 1, 3, 2, 4, 1, 5, 5, 4, 0]",142.81331747919143,['EvolvedANNNoise05']
"[3, 2, 1, 3, 3, 4, 1, 2, 3, 1]",147.00756143667297,['EvolvedANNNoise05']
"[5, 1, 5, 0, 4, 5, 3, 2, 2, 3]",149.54111111111112,['SecondByRichardHufford']
"[5, 2, 4, 5, 0, 2, 2, 4, 0, 5]",161.96789536266348,['EvolvedANNNoise05']
"[4, 3, 4, 3, 3, 4, 0, 3, 2, 0]",148.64644970414201,['EvolvedANNNoise05']
"[0, 3, 2, 0, 2, 2, 1, 2, 1, 4]",166.46712802768167,['GrudgerAlternator']
"[3, 0, 3, 5, 2, 1, 5, 4, 4, 3]",148.0988888888889,['EvolvedANNNoise05']
"[2, 5, 5, 0, 1, 5, 1, 4, 5, 3]",161.50260145681582,['Raider']
"[2, 0, 5, 4, 3, 0, 3, 3, 1, 3]",138.59722222222223,['SecondByRichardHufford']
"[2, 4, 1, 2, 3, 0, 1, 3, 0, 3]",154.08864265927977,['Raider']
"[2, 3, 4, 2, 5, 4, 0, 1, 2, 5]",152.34438775510205,['SecondByRichardHufford']
"[2, 1, 1, 0, 2, 2, 5, 4, 2, 5]",162.27083333333334,['SecondByRichardHufford']
"[5, 5, 5, 1, 5, 2, 0, 1, 0, 1]",145.8016,['DefectorHunter']
"[2, 0, 2, 0, 2, 3, 3, 4, 2, 4]",158.21487603305786,['SecondByRichardHufford']
"[5, 0, 0, 0, 5, 2, 0, 4, 1, 3]",134.3575,['DefectorHunter']
"[4, 2, 4, 2, 0, 0, 4, 1, 1, 4]",154.44214876033058,['EvolvedANNNoise05']
"[2, 2, 4, 0, 2, 3, 1, 2, 2, 4]",155.30165289256198,['Raider']
"[3, 1, 2, 3, 0, 2, 1, 1, 4, 1]",149.05555555555554,['EvolvedANNNoise05']
"[1, 4, 2, 5, 3, 5, 5, 2, 3, 1]",156.22788761706556,['EvolvedANNNoise05']
"[0, 5, 0, 2, 1, 3, 2, 0, 5, 5]",150.7069943289225,['EvolvedANNNoise05']
"[2, 1, 0, 0, 0, 4, 1, 0, 4, 0]",164.55555555555554,['SneakyTitForTat']
"[2, 0, 5, 1, 2, 4, 1, 3, 0, 2]",158.765,['DefectorHunter']
"[2, 2, 0, 3, 1, 1, 5, 5, 4, 0]",166.97353497164463,['EvolvedANNNoise05']
"[2, 4, 2, 2, 5, 4, 0, 3, 4, 2]",148.62755102040816,['SecondByRichardHufford']
"[4, 2, 4, 1, 3, 1, 3, 0, 3, 3]",138.24652777777777,['EvolvedANNNoise05']
"[4, 5, 1, 4, 0, 2, 1, 0, 3, 1]",149.55555555555554,['Raider']
"[1, 3, 2, 2, 5, 4, 5, 0, 4, 3]",147.35077288941736,['GrudgerAlternator']
"[3, 1, 2, 4, 0, 4, 4, 4, 5, 2]",163.78834720570748,['EvolvedANNNoise05']
"[5, 5, 3, 4, 1, 4, 2, 3, 1, 0]",159.0204081632653,['EvolvedANNNoise05']
"[3, 2, 3, 4, 3, 3, 2, 2, 0, 1]",151.05103969754254,['EvolvedANNNoise05']
"[0, 2, 2, 2, 5, 0, 3, 2, 0, 4]",147.455,['GrudgerAlternator']
"[5, 5, 1, 5, 4, 5, 0, 4, 5, 5]",148.7389875082183,['EvolvedANNNoise05']
"[2, 4, 5, 4, 0, 0, 3, 1, 2, 3]",154.51041666666666,['Raider']
"[3, 3, 2, 0, 4, 1, 2, 2, 3, 0]",141.4925,['SneakyTitForTat']
"[2, 0, 4, 4, 0, 0, 5, 0, 3, 0]",149.87654320987653,['EvolvedANNNoise05']
"[0, 3, 2, 4, 4, 2, 2, 1, 0, 1]",156.46814404432132,['EvolvedANNNoise05']
"[4, 3, 3, 5, 2, 5, 5, 3, 4, 3]",156.05478451424398,['EvolvedANNNoise05']
"[2, 1, 3, 2, 4, 1, 5, 2, 3, 3]",140.93491124260356,['EvolvedANNNoise05']
"[1, 0, 1, 1, 0, 3, 5, 3, 4, 0]",177.929012345679,['EvolvedANNNoise05']
"[0, 0, 0, 4, 1, 2, 1, 5, 2, 0]",160.0222222222222,['EvolvedANNNoise05']
"[0, 3, 4, 5, 5, 2, 3, 1, 4, 1]",141.0701530612245,['GrudgerAlternator']
"[0, 2, 3, 4, 5, 4, 4, 2, 3, 0]",147.01371742112482,['GrudgerAlternator']
"[4, 4, 0, 3, 2, 4, 4, 1, 4, 5]",155.46514047866805,['EvolvedANNNoise05']
"[1, 1, 2, 1, 2, 5, 0, 1, 5, 3]",146.1360544217687,['EvolvedANNNoise05']
"[0, 5, 1, 3, 2, 3, 1, 0, 3, 2]",152.5375,['EvolvedANNNoise05']
"[5, 2, 3, 1, 1, 3, 2, 5, 4, 5]",156.99375650364203,['EvolvedANNNoise05']
"[3, 2, 2, 5, 1, 5, 4, 4, 3, 2]",162.2486992715921,['EvolvedANNNoise05']
"[3, 3, 4, 3, 3, 3, 5, 2, 2, 2]",152.54666666666665,['EvolvedANNNoise05']
"[2, 2, 5, 1, 3, 3, 4, 0, 5, 1]",149.05029585798817,['EvolvedANNNoise05']
"[5, 5, 5, 5, 3, 2, 0, 0, 2, 5]",143.162109375,['Raider']
"[2, 1, 2, 1, 2, 1, 0, 2, 5, 3]",137.73961218836564,['SecondByRichardHufford']
"[2, 5, 5, 0, 2, 5, 3, 2, 4, 3]",161.91675338189387,['Raider']
"[3, 1, 1, 5, 1, 4, 3, 1, 2, 4]",158.2912,['EvolvedANNNoise05']
"[3, 5, 3, 1, 0, 0, 5, 5, 3, 2]",168.3621399176955,['Raider']
"[1, 1, 4, 4, 3, 3, 4, 1, 0, 2]",154.00189035916824,['EvolvedANNNoise05']
"[3, 0, 4, 2, 2, 3, 0, 3, 5, 2]",142.42881944444446,['SecondByRichardHufford']
"[3, 5, 4, 4, 5, 1, 2, 1, 5, 5]",139.3338775510204,['Raider']
"[2, 2, 2, 5, 5, 4, 0, 5, 5, 2]",142.7568359375,['SecondByRichardHufford']
"[3, 1, 1, 2, 1, 0, 2, 4, 5, 0]",156.37396121883657,['EvolvedANNNoise05']
"[0, 5, 2, 4, 2, 3, 3, 5, 2, 3]",164.65992865636147,['EvolvedANNNoise05']
"[4, 2, 2, 5, 1, 2, 2, 4, 4, 2]",152.96811224489795,['EvolvedANNNoise05']
"[2, 4, 5, 0, 0, 0, 2, 2, 4, 5]",154.11111111111111,['Raider']
"[2, 5, 3, 5, 5, 2, 1, 3, 1, 4]",152.15712799167534,['Raider']
"[2, 5, 3, 5, 2, 2, 3, 0, 1, 0]",153.7296786389414,['Raider']
"[2, 0, 1, 3, 5, 1, 5, 3, 5, 0]",132.552,['GrudgerAlternator']
"[0, 5, 3, 5, 0, 0, 3, 5, 0, 3]",174.21354166666666,['EvolvedANNNoise05']
"[5, 1, 3, 1, 0, 0, 3, 0, 3, 4]",145.7475,['EvolvedANNNoise05']
"[1, 5, 1, 3, 4, 0, 1, 3, 2, 2]",147.52892561983472,['Raider']
"[4, 4, 1, 2, 5, 5, 4, 2, 1, 4]",155.6357421875,['EvolvedANNNoise05']
"[1, 1, 5, 0, 0, 3, 4, 5, 0, 3]",173.8801652892562,['Raider']
"[5, 0, 0, 0, 1, 0, 5, 1, 2, 5]",158.02216066481995,['SecondByRichardHufford']
"[3, 2, 5, 0, 0, 1, 0, 2, 2, 3]",147.7006172839506,['Raider']
"[0, 0, 3, 5, 0, 1, 3, 2, 4, 0]",149.8148148148148,['EvolvedANNNoise05']
"[2, 5, 0, 1, 3, 0, 1, 5, 2, 1]",154.0525,['Raider']
"[1, 0, 5, 0, 2, 0, 5, 2, 0, 3]",149.37037037037038,['GrudgerAlternator']
"[4, 2, 4, 4, 5, 3, 0, 2, 2, 4]",141.54444444444445,['SecondByRichardHufford']
"[3, 5, 0, 4, 5, 2, 0, 4, 4, 4]",144.59625390218523,['SecondByRichardHufford']
"[0, 2, 0, 0, 4, 0, 5, 0, 1, 4]",143.5234375,['SecondByRichardHufford']
"[5, 0, 1, 2, 4, 1, 0, 3, 3, 4]",131.1984877126654,['SecondByRichardHufford']
"[0, 4, 2, 2, 5, 4, 0, 0, 1, 0]",172.05864197530863,['GrudgerAlternator']
"[2, 2, 1, 0, 1, 2, 3, 5, 5, 2]",166.02457466918713,['Raider']
"[4, 1, 4, 2, 3, 5, 4, 0, 3, 3]",149.00594530321047,['EvolvedANNNoise05']
"[1, 5, 4, 4, 2, 3, 5, 1, 0, 2]",166.19753086419752,['EvolvedANNNoise05']
"[2, 3, 0, 0, 2, 0, 4, 5, 2, 1]",162.41828254847644,['Raider']
"[4, 3, 4, 5, 2, 3, 0, 0, 5, 4]",138.4177777777778,['EvolvedANNNoise05']
"[0, 2, 5, 2, 1, 5, 2, 2, 4, 4]",157.34156378600824,['EvolvedANNNoise05']
"[3, 2, 0, 4, 1, 5, 4, 4, 4, 4]",164.72424557752342,['EvolvedANNNoise05']
"[0, 4, 2, 0, 3, 5, 0, 5, 3, 3]",165.2624,['SneakyTitForTat']
"[5, 5, 0, 0, 5, 1, 4, 0, 5, 4]",138.0154577883472,['SecondByRichardHufford']
"[0, 3, 0, 4, 5, 0, 5, 2, 2, 1]",136.03719008264463,['EvolvedANNNoise05']
"[1, 1, 1, 3, 2, 3, 5, 0, 1, 2]",155.01385041551248,['EvolvedANNNoise05']
"[5, 3, 2, 5, 2, 5, 2, 0, 3, 1]",147.61862244897958,['EvolvedANNNoise05']
"[0, 4, 1, 4, 2, 0, 3, 3, 1, 2]",158.17,['EvolvedANNNoise05']
"[3, 0, 3, 2, 1, 4, 5, 2, 3, 1]",159.52256944444446,['EvolvedANNNoise05']
"[1, 3, 3, 5, 5, 3, 0, 1, 3, 4]",143.88137755102042,['SecondByRichardHufford']
"[1, 4, 5, 2, 5, 5, 2, 2, 2, 5]",158.989898989899,['EvolvedANNNoise05']
"[1, 3, 4, 0, 3, 5, 1, 3, 5, 1]",158.00147928994082,['SneakyTitForTat']
"[2, 3, 2, 2, 3, 1, 5, 3, 4, 1]",149.5784023668639,['EvolvedANNNoise05']
"[3, 0, 3, 4, 2, 4, 2, 5, 4, 3]",151.7877777777778,['EvolvedANNNoise05']
"[2, 0, 3, 2, 3, 5, 4, 1, 2, 5]",153.59396433470508,['EvolvedANNNoise05']
"[3, 1, 5, 3, 1, 2, 5, 5, 5, 0]",156.82555555555555,['EvolvedANNNoise05']
"[3, 1, 0, 1, 4, 5, 0, 4, 1, 2]",156.42403628117913,['SecondByRichardHufford']
"[1, 0, 4, 2, 2, 4, 2, 4, 3, 1]",153.8431001890359,['EvolvedANNNoise05']
"[1, 0, 5, 3, 4, 1, 5, 1, 3, 3]",137.94970414201183,['GrudgerAlternator']
"[2, 5, 0, 1, 2, 5, 3, 4, 2, 3]",170.0576131687243,['EvolvedANNNoise05']
"[3, 2, 0, 5, 2, 0, 0, 5, 2, 3]",151.54338842975207,['SecondByRichardHufford']
"[3, 3, 0, 5, 4, 5, 0, 2, 2, 0]",148.24479166666666,['EvolvedANNNoise05']
"[2, 0, 1, 1, 2, 2, 2, 1, 1, 0]",143.30555555555554,['EvolvedANNNoise05']
"[0, 0, 3, 0, 4, 4, 5, 1, 3, 0]",153.49,['GrudgerAlternator']
"[5, 1, 2, 4, 2, 2, 0, 2, 5, 0]",136.39697542533082,['EvolvedANNNoise05']
"[3, 2, 0, 1, 3, 3, 2, 3, 0, 5]",162.12396694214877,['EvolvedANNNoise05']
"[1, 0, 5, 0, 0, 4, 2, 5, 4, 3]",163.37326388888889,['Raider']
"[3, 3, 0, 2, 1, 1, 0, 3, 4, 5]",151.90702479338842,['Raider']
"[5, 1, 3, 3, 4, 1, 5, 0, 2, 3]",134.1371742112483,['EvolvedANNNoise05']
"[5, 0, 5, 5, 3, 5, 4, 5, 2, 3]",151.5682980277575,['EvolvedANNNoise05']
"[2, 1, 3, 3, 2, 2, 4, 2, 4, 3]",147.8860946745562,['EvolvedANNNoise05']
"[5, 4, 2, 5, 2, 0, 2, 5, 3, 2]",148.58555555555554,['EvolvedANNNoise05']
"[0, 5, 2, 5, 0, 0, 0, 5, 0, 2]",175.46537396121883,['EvolvedANNNoise05']
"[1, 0, 5, 4, 5, 0, 3, 0, 5, 5]",127.17474489795919,['GrudgerAlternator']
"[0, 5, 3, 2, 0, 0, 0, 0, 5, 5]",141.475,['EvolvedANNNoise05']
"[3, 0, 0, 1, 1, 3, 1, 1, 3, 0]",153.97633136094674,['EvolvedANNNoise05']
"[3, 2, 0, 0, 3, 1, 2, 1, 1, 5]",147.6851851851852,['SecondByRichardHufford']
"[2, 4, 0, 0, 0, 0, 4, 3, 4, 2]",175.10526315789474,['Raider']
"[3, 0, 5, 2, 2, 0, 1, 0, 4, 4]",128.4126984126984,['SecondByRichardHufford']
"[0, 3, 1, 1, 2, 4, 3, 2, 1, 1]",170.09876543209876,['EvolvedANNNoise05']
"[2, 5, 3, 1, 5, 4, 1, 0, 5, 5]",147.40790842872008,['EvolvedANNNoise05']
"[5, 4, 2, 5, 5, 3, 0, 1, 5, 3]",135.42424242424244,['SecondByRichardHufford']
"[0, 0, 0, 0, 2, 5, 0, 0, 1, 0]",175.21875,['SneakyTitForTat']
"[4, 3, 1, 5, 2, 4, 3, 2, 3, 3]",153.89555555555555,['EvolvedANNNoise05']
"[4, 5, 1, 1, 5, 4, 2, 1, 4, 0]",146.0480109739369,['SneakyTitForTat']
"[3, 3, 4, 4, 3, 5, 2, 2, 2, 5]",154.82460973370064,['EvolvedANNNoise05']
"[0, 2, 3, 2, 4, 0, 4, 0, 0, 3]",148.65432098765433,['GrudgerAlternator']
"[3, 2, 0, 0, 1, 1, 4, 3, 0, 2]",170.0625,['SecondByRichardHufford']
"[5, 1, 4, 2, 4, 1, 1, 4, 3, 5]",137.4788888888889,['SecondByRichardHufford']
"[1, 5, 1, 1, 4, 3, 5, 2, 0, 0]",164.7293388429752,['EvolvedANNNoise05']
"[4, 2, 3, 3, 2, 1, 4, 4, 1, 3]",152.43621399176953,['EvolvedANNNoise05']
"[1, 4, 5, 4, 2, 0, 5, 5, 0, 2]",159.30994897959184,['Raider']
"[5, 5, 0, 4, 2, 1, 0, 4, 3, 2]",149.1523668639053,['Raider']
"[1, 4, 4, 5, 5, 5, 5, 2, 2, 2]",154.56326530612245,['EvolvedANNNoise05']
"[1, 4, 0, 3, 3, 3, 5, 5, 1, 1]",164.12573964497042,['EvolvedANNNoise05']
"[0, 0, 3, 2, 2, 5, 2, 2, 5, 2]",149.27788279773156,['EvolvedANNNoise05']
"[4, 3, 4, 2, 5, 1, 1, 1, 2, 1]",134.88368055555554,['SecondByRichardHufford']
"[4, 0, 0, 5, 2, 3, 5, 4, 0, 1]",161.08854166666666,['EvolvedANNNoise05']
"[4, 3, 2, 1, 0, 2, 3, 2, 2, 1]",162.9725,['EvolvedANNNoise05']
"[3, 3, 0, 2, 5, 0, 5, 1, 5, 3]",134.44307270233196,['EvolvedANNNoise05']
"[0, 1, 5, 5, 0, 4, 0, 0, 5, 0]",141.8125,['EvolvedANNNoise05']
"[0, 0, 1, 1, 5, 4, 0, 5, 4, 4]",145.50868055555554,['SecondByRichardHufford']
"[2, 4, 2, 4, 3, 5, 1, 0, 5, 2]",144.9375,['EvolvedANNNoise05']
"[2, 1, 2, 4, 5, 0, 2, 0, 4, 3]",122.76181474480151,['SecondByRichardHufford']
"[4, 5, 0, 0, 2, 3, 5, 0, 0, 5]",167.28645833333334,['SecondByRichardHufford']
"[3, 4, 1, 2, 0, 4, 0, 3, 2, 3]",166.0020661157025,['EvolvedANNNoise05']
"[5, 4, 0, 5, 4, 5, 0, 4, 3, 5]",152.12163265306123,['EvolvedANNNoise05']
"[3, 1, 3, 2, 3, 2, 3, 5, 1, 1]",148.99479166666666,['EvolvedANNNoise05']
"[4, 5, 2, 1, 1, 0, 2, 4, 0, 5]",162.46527777777777,['Raider']
"[1, 3, 3, 0, 4, 0, 2, 0, 1, 3]",150.31487889273356,['GrudgerAlternator']
"[5, 1, 3, 4, 4, 3, 3, 4, 5, 1]",141.8613406795225,['EvolvedANNNoise05']
"[2, 1, 3, 0, 4, 5, 3, 1, 1, 2]",158.32231404958677,['GrudgerAlternator']
"[5, 1, 3, 5, 3, 4, 1, 2, 5, 1]",139.85555555555555,['EvolvedANNNoise05']
"[5, 3, 4, 5, 2, 4, 5, 5, 5, 4]",154.9716553287982,['EvolvedANNNoise05']
"[5, 5, 2, 2, 1, 3, 0, 3, 1, 2]",156.52951388888889,['EvolvedANNNoise05']
"[1, 3, 1, 1, 4, 2, 4, 3, 5, 5]",148.50535077288941,['EvolvedANNNoise05']
"[4, 4, 3, 1, 0, 4, 0, 3, 5, 0]",157.46180555555554,['SneakyTitForTat']
"[0, 5, 4, 3, 5, 0, 1, 3, 0, 3]",159.38368055555554,['GrudgerAlternator']
"[2, 5, 5, 0, 1, 1, 2, 1, 4, 0]",157.9092970521542,['Raider']
"[1, 2, 1, 3, 3, 2, 5, 2, 3, 0]",147.64669421487602,['EvolvedANNNoise05']
"[5, 0, 4, 3, 5, 2, 1, 5, 4, 3]",135.58203125,['SecondByRichardHufford']
"[4, 0, 1, 3, 3, 3, 5, 3, 0, 5]",156.24417009602195,['EvolvedANNNoise05']
"[5, 1, 4, 1, 1, 3, 4, 3, 0, 5]",160.16598079561044,['EvolvedANNNoise05']
"[5, 3, 0, 2, 1, 5, 5, 3, 2, 1]",169.24417009602195,['EvolvedANNNoise05']
"[3, 5, 3, 4, 0, 1, 3, 4, 5, 5]",158.29476584022038,['Raider']
"[2, 4, 3, 1, 2, 1, 2, 4, 5, 2]",152.56952662721895,['Raider']
"[5, 5, 1, 4, 2, 3, 0, 5, 1, 5]",160.52861602497399,['EvolvedANNNoise05']
"[1, 3, 2, 5, 4, 4, 2, 4, 2, 3]",153.87222222222223,['EvolvedANNNoise05']
"[3, 5, 1, 5, 1, 2, 0, 5, 4, 0]",155.67751479289942,['Raider']
"[1, 0, 5, 2, 2, 5, 4, 1, 3, 5]",154.5204081632653,['EvolvedANNNoise05']
"[3, 3, 3, 1, 0, 2, 2, 2, 4, 3]",156.93005671077503,['EvolvedANNNoise05']
"[5, 4, 5, 1, 1, 5, 5, 3, 0, 0]",165.89179548156957,['EvolvedANNNoise05']
"[1, 5, 4, 5, 4, 1, 4, 5, 4, 1]",149.16262975778545,['Raider']
"[1, 1, 5, 1, 0, 4, 1, 2, 4, 3]",156.16528925619835,['EvolvedANNNoise05']
"[5, 4, 0, 0, 1, 1, 2, 2, 0, 2]",156.69896193771626,['Raider']
"[0, 4, 4, 4, 0, 2, 3, 0, 3, 2]",157.3388429752066,['EvolvedANNNoise05']
"[5, 1, 3, 2, 5, 5, 5, 2, 2, 4]",147.8832179930796,['EvolvedANNNoise05']
"[0, 2, 4, 0, 2, 1, 0, 1, 5, 2]",146.1833910034602,['GrudgerAlternator']
"[5, 0, 4, 4, 2, 3, 1, 5, 2, 2]",147.36479591836735,['EvolvedANNNoise05']
"[5, 1, 0, 3, 1, 2, 3, 0, 2, 2]",150.65096952908587,['EvolvedANNNoise05']
"[4, 4, 5, 0, 1, 2, 4, 3, 0, 5]",163.10969387755102,['Raider']
"[4, 1, 0, 1, 1, 1, 2, 0, 4, 0]",146.52551020408163,['EvolvedANNNoise05']
"[1, 0, 2, 1, 1, 2, 5, 3, 5, 1]",161.75963718820861,['EvolvedANNNoise05']
"[5, 0, 2, 0, 0, 1, 1, 5, 4, 3]",160.86848072562358,['SecondByColbert']
"[4, 0, 5, 4, 5, 1, 1, 5, 5, 3]",133.14141414141415,['SecondByRichardHufford']
"[1, 2, 5, 5, 3, 3, 2, 2, 2, 2]",149.54046639231825,['EvolvedANNNoise05']
"[4, 1, 4, 2, 0, 4, 5, 4, 3, 2]",165.6563614744352,['EvolvedANNNoise05']
"[2, 1, 0, 4, 4, 3, 1, 1, 2, 1]",137.76454293628808,['SecondByRichardHufford']
"[5, 0, 0, 4, 0, 0, 4, 0, 0, 3]",166.640625,['EvolvedANNNoise05']
"[4, 3, 2, 1, 0, 4, 0, 1, 1, 3]",160.3684210526316,['EvolvedANNNoise05']
"[3, 0, 1, 2, 0, 2, 4, 2, 3, 0]",169.6089965397924,['EvolvedANNNoise05']
"[1, 0, 1, 0, 5, 2, 5, 5, 4, 0]",143.92816635160682,['GrudgerAlternator']
"[0, 4, 3, 2, 4, 3, 4, 2, 0, 3]",165.2336,['EvolvedANNNoise05']
"[0, 5, 0, 1, 5, 0, 2, 2, 0, 5]",162.53,['SecondByRichardHufford']
"[1, 4, 0, 1, 5, 1, 3, 2, 4, 5]",144.15976331360946,['EvolvedANNNoise05']
"[4, 2, 0, 0, 4, 5, 0, 4, 1, 0]",155.53,['SneakyTitForTat']
"[1, 3, 1, 1, 3, 0, 0, 3, 2, 2]",145.5390625,['Raider']
"[2, 2, 1, 3, 0, 4, 5, 5, 3, 2]",174.18106995884773,['EvolvedANNNoise05']
"[5, 5, 0, 0, 4, 1, 5, 2, 1, 5]",151.48341836734693,['SecondByRichardHufford']
"[4, 0, 1, 2, 4, 1, 0, 2, 2, 5]",132.3469387755102,['SecondByRichardHufford']
"[0, 0, 3, 0, 3, 1, 0, 5, 5, 1]",145.14506172839506,['Forgiver']
"[4, 4, 3, 4, 5, 5, 1, 1, 4, 3]",144.6652249134948,['EvolvedANNNoise05']
"[0, 3, 1, 1, 5, 1, 4, 0, 3, 0]",141.37037037037038,['GrudgerAlternator']
"[1, 3, 1, 0, 4, 3, 2, 5, 4, 0]",156.01134215500946,['SneakyTitForTat']
"[0, 5, 5, 4, 5, 1, 4, 0, 2, 4]",151.40222222222224,['GrudgerAlternator']
"[2, 5, 5, 0, 0, 4, 2, 1, 1, 4]",170.98090277777777,['Raider']
"[4, 5, 0, 0, 4, 4, 1, 2, 2, 1]",153.41209829867674,['SneakyTitForTat']
"[0, 1, 1, 0, 2, 0, 4, 2, 1, 4]",154.57777777777778,['GrudgerAlternator']
"[4, 0, 5, 1, 2, 2, 1, 3, 0, 5]",147.50661625708884,['DefectorHunter']
"[0, 3, 0, 3, 1, 4, 3, 2, 0, 5]",179.12698412698413,['EvolvedANNNoise05']
"[1, 2, 5, 2, 0, 1, 5, 4, 3, 4]",162.71742112482852,['EvolvedANNNoise05']
"[5, 4, 2, 3, 1, 5, 0, 5, 4, 2]",157.92924037460978,['EvolvedANNNoise05']
"[5, 4, 5, 3, 1, 3, 4, 0, 2, 4]",153.52237252861602,['EvolvedANNNoise05']
"[1, 3, 2, 0, 2, 1, 3, 2, 4, 4]",152.85743801652893,['Raider']
"[4, 4, 0, 1, 2, 5, 2, 1, 4, 3]",155.0784023668639,['EvolvedANNNoise05']
"[2, 0, 4, 5, 4, 0, 5, 0, 1, 1]",128.12396694214877,['GrudgerAlternator']
"[3, 5, 2, 3, 4, 1, 0, 4, 5, 5]",143.3994140625,['Raider']
"[2, 3, 4, 0, 0, 2, 1, 3, 0, 4]",168.98891966759004,['Raider']
"[0, 2, 4, 3, 1, 4, 1, 5, 3, 1]",160.18923611111111,['EvolvedANNNoise05']
"[1, 2, 4, 2, 0, 0, 2, 4, 5, 0]",158.605,['Raider']
"[5, 4, 4, 4, 4, 0, 0, 4, 0, 1]",137.53254437869822,['Raider']
"[3, 5, 0, 3, 2, 2, 2, 0, 0, 3]",160.0075,['EvolvedANNNoise05']
"[5, 1, 5, 4, 4, 3, 3, 2, 2, 2]",140.72528616024974,['EvolvedANNNoise05']
"[5, 3, 1, 4, 4, 4, 1, 2, 2, 3]",146.4256837098692,['EvolvedANNNoise05']
"[4, 2, 0, 3, 4, 3, 5, 0, 4, 0]",139.2368,['EvolvedANNNoise05']
"[2, 2, 0, 1, 0, 0, 1, 3, 2, 1]",169.94444444444446,['Raider']
"[5, 1, 3, 2, 5, 2, 0, 1, 3, 5]",131.98079561042525,['SecondByRichardHufford']
"[5, 4, 2, 0, 0, 1, 3, 5, 2, 4]",166.5059171597633,['Raider']
"[4, 0, 0, 5, 0, 2, 0, 3, 5, 2]",156.5532879818594,['SecondByColbert']
"[2, 2, 1, 1, 5, 1, 1, 1, 0, 5]",148.31578947368422,['DefectorHunter']
"[1, 3, 1, 1, 0, 0, 0, 2, 1, 1]",162.11,['Raider']
"[2, 2, 5, 0, 0, 2, 1, 4, 4, 0]",161.845,['SneakyTitForTat']
"[5, 0, 1, 4, 1, 0, 1, 2, 5, 5]",142.66145833333334,['SecondByRichardHufford']
"[2, 5, 5, 0, 4, 5, 2, 5, 1, 0]",166.84661117717005,['SneakyTitForTat']
"[1, 0, 3, 4, 3, 2, 1, 5, 1, 2]",147.21280991735537,['SecondByRichardHufford']
"[4, 0, 2, 3, 3, 5, 3, 3, 4, 3]",149.43,['EvolvedANNNoise05']
"[1, 3, 2, 3, 2, 0, 1, 2, 4, 2]",140.97,['Raider']
"[4, 5, 3, 3, 2, 1, 3, 0, 1, 2]",148.28993055555554,['EvolvedANNNoise05']
"[0, 4, 2, 5, 0, 4, 0, 2, 5, 2]",150.84027777777777,['EvolvedANNNoise05']
"[2, 0, 4, 1, 0, 0, 0, 1, 0, 4]",143.95138888888889,['Raider']
