,composition,gd_slot,gd_k,gd_n,gd_m,coop_rate,winning_strategy
3988,"[0, 4, 5, 1, 5]",1,4,4,4,165.76,['InversePunisher']
3989,"[4, 0, 1, 2, 0]",4,0,5,5,200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
3990,"[3, 2, 5, 5, 0]",1,2,1,1,150.62222222222223,"['OnceBitten', 'InversePunisher']"
3991,"[4, 3, 5, 1, 2]",1,3,2,2,162.58666666666667,['FirstByDavis']
3992,"[0, 4, 4, 3, 3]",1,0,3,3,158.6122448979592,['InversePunisher']
3993,"[4, 5, 5, 2, 4]",1,5,4,4,163.3,['InversePunisher']
3994,"[3, 0, 5, 4, 2]",2,5,5,5,145.4591836734694,['FirstByDavis']
3995,"[3, 3, 2, 2, 1]",1,3,1,1,106.70247933884298,['InversePunisher']
3996,"[1, 0, 4, 5, 3]",2,4,2,2,130.27218934911244,['FirstByDavis']
3997,"[3, 1, 2, 5, 4]",3,2,3,3,147.51111111111112,['FirstByDavis']
3998,"[5, 3, 4, 0, 5]",4,5,4,4,166.31487889273356,['FirstByDavis']
3999,"[2, 3, 4, 0, 0]",1,2,5,5,172.59259259259258,['FirstByDavis']
4000,"[4, 4, 3, 1, 0]",0,4,1,1,89.19444444444444,"['ContriteTitForTat', 'InversePunisher']"
4001,"[0, 4, 2, 5, 0]",3,0,2,2,138.1818181818182,['ContriteTitForTat']
4002,"[1, 0, 5, 4, 4]",3,4,3,3,162.24489795918367,['FirstByDavis']
4003,"[4, 3, 3, 1, 5]",0,4,4,4,166.828125,['InversePunisher']
4004,"[4, 0, 0, 1, 0]",4,0,5,5,200.0,"['FirstByDavis', 'InversePunisher']"
4005,"[0, 3, 0, 3, 3]",2,0,1,1,200.0,"['ContriteTitForTat', 'InversePunisher']"
4006,"[5, 4, 1, 1, 2]",1,1,2,2,133.82248520710058,['FirstByDavis']
4007,"[3, 4, 2, 3, 3]",4,0,3,3,168.32,['FirstByDavis']
4008,"[3, 4, 0, 2, 0]",0,0,4,4,161.55555555555554,['InversePunisher']
4009,"[5, 1, 0, 1, 0]",1,1,5,5,171.46938775510205,['FirstByDavis']
4010,"[2, 0, 5, 4, 1]",2,5,1,1,68.92361111111111,['InversePunisher']
4011,"[5, 2, 1, 1, 4]",4,4,2,2,137.75147928994082,['FirstByDavis']
4012,"[0, 5, 2, 5, 1]",1,5,3,3,141.9526627218935,['InversePunisher']
4013,"[1, 3, 3, 2, 1]",2,0,4,4,157.25,['InversePunisher']
4014,"[1, 1, 1, 4, 5]",2,1,5,5,184.57638888888889,['FirstByDavis']
4015,"[2, 2, 4, 3, 4]",2,4,1,1,108.07111111111111,"['ContriteTitForTat', 'InversePunisher']"
4016,"[0, 4, 5, 1, 5]",4,0,2,2,153.82222222222222,['InversePunisher']
4017,"[0, 4, 4, 0, 2]",2,4,3,3,148.32,['InversePunisher']
4018,"[4, 3, 1, 2, 1]",2,1,4,4,183.099173553719,['InversePunisher']
4019,"[5, 3, 4, 5, 5]",1,3,5,5,178.24380165289256,['FirstByDavis']
4020,"[5, 0, 0, 4, 0]",0,4,1,1,39.75308641975309,['InversePunisher']
4021,"[2, 5, 2, 1, 5]",1,5,2,2,133.95555555555555,['FirstByDavis']
4022,"[4, 2, 4, 5, 3]",3,5,3,3,159.3827160493827,['FirstByDavis']
4023,"[4, 5, 4, 3, 4]",0,3,4,4,173.83,['InversePunisher']
4024,"[4, 2, 4, 3, 0]",2,4,5,5,155.92899408284023,['FirstByDavis']
4025,"[5, 3, 2, 2, 2]",1,3,1,1,124.35714285714286,['InversePunisher']
4026,"[0, 1, 4, 1, 4]",4,4,2,2,148.76,['InversePunisher']
4027,"[1, 4, 5, 2, 1]",0,1,3,3,190.09467455621302,['InversePunisher']
4028,"[1, 0, 5, 4, 1]",2,4,4,4,128.92561983471074,['InversePunisher']
4029,"[2, 0, 0, 3, 3]",2,0,5,5,200.0,"['FirstByDavis', 'InversePunisher']"
4030,"[0, 4, 0, 0, 4]",1,3,1,1,50.25,['InversePunisher']
4031,"[1, 1, 5, 2, 5]",1,1,2,2,185.3877551020408,['FirstByDavis']
4032,"[4, 3, 3, 4, 0]",0,4,3,3,162.08163265306123,['InversePunisher']
4033,"[4, 3, 5, 5, 5]",4,5,4,4,169.14256198347107,['InversePunisher']
4034,"[1, 3, 2, 5, 0]",1,1,5,5,163.55371900826447,['FirstByDavis']
4035,"[3, 1, 2, 2, 3]",4,3,1,1,106.70247933884298,"['ContriteTitForTat', 'InversePunisher']"
4036,"[4, 1, 3, 1, 4]",0,4,2,2,145.3491124260355,['InversePunisher']
4037,"[5, 5, 0, 0, 5]",0,5,3,3,150.22222222222223,['InversePunisher']
4038,"[4, 3, 1, 2, 1]",1,2,4,4,152.94214876033058,['InversePunisher']
4039,"[3, 4, 2, 0, 3]",1,4,5,5,156.83333333333334,['FirstByDavis']
4040,"[3, 3, 2, 4, 1]",3,4,1,1,96.75739644970415,"['ContriteTitForTat', 'InversePunisher']"
4041,"[3, 5, 0, 3, 0]",4,0,2,2,200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
4042,"[5, 5, 2, 3, 5]",2,2,3,3,179.64,"['FirstByDavis', 'InversePunisher']"
4043,"[3, 1, 3, 1, 5]",2,1,4,4,156.5976331360947,['InversePunisher']
4044,"[2, 3, 2, 2, 3]",4,3,5,5,172.64583333333334,['FirstByDavis']
4045,"[1, 0, 3, 1, 5]",2,3,1,1,98.48,['InversePunisher']
4046,"[4, 2, 0, 3, 0]",0,2,2,2,118.81481481481481,['InversePunisher']
4047,"[0, 3, 2, 5, 4]",4,4,3,3,158.3265306122449,['InversePunisher']
4048,"[2, 4, 5, 3, 3]",1,4,4,4,166.69896193771626,['InversePunisher']
4049,"[3, 1, 1, 2, 5]",3,2,5,5,173.20833333333334,['FirstByDavis']
4050,"[1, 3, 0, 0, 1]",4,1,1,1,128.52,['ContriteTitForTat']
4051,"[2, 5, 1, 4, 2]",0,2,2,2,169.5204081632653,['InversePunisher']
4052,"[4, 2, 0, 0, 4]",4,4,3,3,137.92,['FirstByDavis']
4053,"[1, 2, 1, 0, 5]",1,0,4,4,160.0,['InversePunisher']
4054,"[4, 1, 5, 2, 5]",2,3,5,5,154.06574394463667,['FirstByDavis']
4055,"[2, 2, 2, 3, 3]",4,3,1,1,113.10416666666667,"['ContriteTitForTat', 'InversePunisher']"
4056,"[4, 2, 2, 5, 3]",1,0,2,2,170.1875,['FirstByDavis']
4057,"[5, 3, 5, 3, 2]",0,3,3,3,164.41358024691357,['InversePunisher']
4058,"[5, 1, 3, 4, 4]",2,3,4,4,164.52941176470588,['InversePunisher']
4059,"[3, 0, 3, 3, 1]",2,3,5,5,150.74,['FirstByDavis']
4060,"[0, 1, 2, 1, 2]",4,1,1,1,89.22222222222223,"['ContriteTitForTat', 'InversePunisher']"
4061,"[2, 0, 0, 5, 1]",3,5,2,2,93.59375,['FirstByDavis']
4062,"[2, 5, 3, 2, 5]",1,5,3,3,151.73010380622839,['FirstByDavis']
4063,"[3, 3, 4, 5, 4]",1,3,4,4,172.70914127423822,['InversePunisher']
4064,"[2, 2, 4, 4, 3]",0,1,5,5,183.52,['InversePunisher']
4065,"[4, 4, 2, 5, 2]",0,3,1,1,117.16262975778547,"['ContriteTitForTat', 'InversePunisher']"
4066,"[4, 3, 3, 4, 4]",4,4,2,2,155.74074074074073,['FirstByDavis']
4067,"[3, 2, 2, 5, 2]",2,2,3,3,170.26530612244898,"['FirstByDavis', 'InversePunisher']"
4068,"[1, 0, 3, 5, 3]",4,1,4,4,163.125,['InversePunisher']
4069,"[3, 2, 1, 4, 4]",4,4,5,5,161.6326530612245,['FirstByDavis']
4070,"[3, 5, 4, 2, 0]",2,3,1,1,102.79591836734694,"['ContriteTitForTat', 'InversePunisher']"
4071,"[5, 0, 3, 3, 4]",4,4,2,2,146.73777777777778,['FirstByDavis']
4072,"[4, 3, 4, 3, 0]",1,3,3,3,165.77551020408163,['FirstByDavis']
4073,"[5, 0, 0, 5, 2]",0,1,4,4,131.52777777777777,['InversePunisher']
4074,"[3, 4, 3, 1, 1]",0,3,5,5,179.75,['InversePunisher']
4075,"[4, 4, 4, 2, 4]",1,4,1,1,121.65432098765432,['InversePunisher']
4076,"[1, 2, 2, 3, 3]",3,3,2,2,149.5702479338843,['FirstByDavis']
4077,"[3, 0, 3, 4, 5]",0,3,3,3,164.72,['InversePunisher']
4078,"[2, 3, 2, 3, 5]",1,2,4,4,164.02666666666667,['InversePunisher']
4079,"[1, 4, 1, 5, 4]",4,1,5,5,168.2488888888889,['FirstByDavis']
4080,"[5, 2, 4, 3, 1]",0,4,1,1,89.2,"['ContriteTitForTat', 'InversePunisher']"
4081,"[2, 0, 1, 3, 1]",0,1,2,2,141.71428571428572,['InversePunisher']
4082,"[5, 1, 3, 0, 2]",1,0,3,3,183.10743801652893,"['FirstByDavis', 'InversePunisher']"
4083,"[4, 0, 1, 1, 5]",4,5,4,4,137.76859504132233,['InversePunisher']
4084,"[1, 4, 3, 5, 3]",1,4,5,5,166.03125,['FirstByDavis']
4085,"[4, 1, 5, 4, 4]",4,4,1,1,121.66666666666667,"['ContriteTitForTat', 'InversePunisher']"
4086,"[2, 1, 2, 3, 2]",3,2,2,2,144.71,['FirstByDavis']
4087,"[4, 2, 2, 3, 5]",2,2,3,3,173.28125,"['FirstByDavis', 'InversePunisher']"
4088,"[5, 2, 3, 2, 4]",2,0,4,4,164.5625,['InversePunisher']
4089,"[3, 5, 5, 4, 5]",1,5,5,5,169.400826446281,['FirstByDavis']
4090,"[3, 5, 2, 5, 1]",1,4,1,1,95.3125,['InversePunisher']
4091,"[2, 0, 4, 0, 4]",2,4,2,2,115.68,['FirstByDavis']
4092,"[2, 0, 1, 4, 1]",0,2,3,3,154.75,['InversePunisher']
4093,"[5, 4, 3, 5, 1]",0,3,4,4,164.93827160493828,['InversePunisher']
4094,"[0, 1, 4, 1, 1]",2,4,5,5,146.53061224489795,['InversePunisher']
4095,"[1, 3, 4, 1, 2]",2,4,1,1,81.52066115702479,"['ContriteTitForTat', 'InversePunisher']"
4096,"[3, 2, 4, 4, 1]",3,2,2,2,152.0408163265306,['FirstByDavis']
4097,"[4, 1, 5, 1, 0]",0,3,3,3,167.73553719008265,['InversePunisher']
4098,"[3, 4, 3, 0, 5]",2,0,4,4,166.72,['InversePunisher']
4099,"[0, 3, 5, 0, 5]",2,2,5,5,156.301775147929,['InversePunisher']
4100,"[2, 3, 5, 4, 4]",3,4,1,1,121.44444444444444,"['ContriteTitForTat', 'InversePunisher']"
4101,"[5, 3, 1, 4, 1]",1,3,2,2,150.10204081632654,['FirstByDavis']
4102,"[5, 0, 2, 5, 5]",2,2,3,3,172.9273356401384,"['FirstByDavis', 'InversePunisher']"
4103,"[5, 5, 0, 4, 2]",0,5,4,4,156.62109375,['InversePunisher']
4104,"[0, 3, 5, 2, 3]",2,2,5,5,156.301775147929,['InversePunisher']
4105,"[4, 0, 3, 0, 4]",4,0,1,1,82.51239669421487,['OnceBitten']
4106,"[1, 1, 5, 5, 5]",2,4,2,2,134.10034602076124,['FirstByDavis']
4107,"[2, 1, 0, 0, 3]",0,0,3,3,143.66666666666666,['InversePunisher']
4108,"[5, 3, 0, 3, 5]",0,2,4,4,150.87890625,['InversePunisher']
4109,"[4, 5, 0, 5, 3]",3,5,5,5,162.99307958477507,['FirstByDavis']
4110,"[0, 0, 3, 5, 1]",3,1,1,1,39.93827160493827,['InversePunisher']
4111,"[4, 3, 2, 4, 3]",4,3,2,2,160.33203125,['FirstByDavis']
4112,"[5, 5, 3, 4, 3]",4,0,3,3,174.98,"['FirstByDavis', 'InversePunisher']"
4113,"[2, 1, 1, 0, 4]",0,0,4,4,161.46875,['InversePunisher']
4114,"[0, 1, 1, 4, 2]",4,0,5,5,167.78125,['InversePunisher']
4115,"[4, 1, 1, 3, 2]",1,1,1,1,165.67768595041323,"['OnceBitten', 'InversePunisher']"
4116,"[5, 4, 2, 3, 4]",0,5,2,2,146.4506172839506,['InversePunisher']
4117,"[3, 1, 4, 0, 4]",0,3,3,3,166.79166666666666,['InversePunisher']
4118,"[4, 5, 1, 4, 1]",1,1,4,4,144.66666666666666,['InversePunisher']
4119,"[4, 3, 3, 4, 1]",0,4,5,5,172.32,['InversePunisher']
4120,"[2, 3, 0, 3, 1]",3,3,1,1,89.77777777777777,"['ContriteTitForTat', 'InversePunisher']"
4121,"[2, 0, 2, 2, 5]",4,4,2,2,123.80165289256199,['FirstByDavis']
4122,"[1, 5, 1, 3, 1]",1,4,3,3,131.73553719008265,['FirstByDavis']
4123,"[2, 5, 5, 2, 3]",4,3,4,4,180.61937716262975,['InversePunisher']
4124,"[5, 0, 1, 4, 5]",0,5,5,5,153.06666666666666,['InversePunisher']
4125,"[3, 4, 5, 1, 2]",3,0,1,1,174.42666666666668,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
4126,"[2, 2, 2, 1, 2]",2,2,2,2,150.02469135802468,['FirstByDavis']
4127,"[2, 1, 2, 1, 5]",4,4,3,3,143.96694214876032,['FirstByDavis']
4128,"[0, 1, 4, 0, 3]",1,1,4,4,184.5625,['InversePunisher']
4129,"[0, 2, 5, 1, 1]",2,3,5,5,152.22222222222223,['InversePunisher']
4130,"[3, 3, 1, 4, 5]",4,5,1,1,95.29296875,"['ContriteTitForTat', 'InversePunisher']"
4131,"[2, 1, 1, 5, 3]",3,0,2,2,122.74305555555556,['FirstByDavis']
4132,"[3, 2, 4, 5, 2]",0,3,3,3,170.984375,['InversePunisher']
4133,"[3, 3, 1, 5, 3]",3,5,4,4,154.33333333333334,['InversePunisher']
4134,"[3, 5, 1, 5, 3]",3,2,5,5,166.280276816609,['FirstByDavis']
4135,"[3, 2, 4, 4, 2]",4,2,1,1,150.61333333333334,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
4136,"[5, 1, 1, 0, 3]",1,1,2,2,175.04,['FirstByDavis']
4137,"[1, 5, 3, 4, 0]",3,4,3,3,167.3846153846154,['FirstByDavis']
4138,"[1, 3, 0, 1, 4]",4,4,4,4,151.45679012345678,['InversePunisher']
4139,"[1, 4, 4, 0, 1]",2,2,5,5,163.44,['FirstByDavis']
4140,"[5, 5, 2, 4, 4]",3,3,1,1,128.63,"['ContriteTitForTat', 'InversePunisher']"
4141,"[1, 4, 5, 3, 0]",1,4,2,2,151.81065088757396,['FirstByDavis']
4142,"[5, 5, 3, 4, 3]",4,1,3,3,174.98,"['FirstByDavis', 'InversePunisher']"
4143,"[1, 5, 5, 1, 5]",1,5,4,4,161.66089965397924,['InversePunisher']
4144,"[1, 0, 0, 1, 2]",4,1,5,5,135.25,['FirstByDavis']
4145,"[4, 4, 3, 2, 2]",1,4,1,1,108.44444444444444,['InversePunisher']
4146,"[5, 5, 4, 0, 5]",0,5,2,2,154.22437673130193,['InversePunisher']
4147,"[3, 2, 4, 2, 4]",1,2,3,3,176.32,"['FirstByDavis', 'InversePunisher']"
4148,"[1, 4, 5, 2, 2]",2,1,4,4,152.29591836734693,['InversePunisher']
4149,"[5, 5, 3, 3, 5]",3,3,5,5,180.78231292517006,['FirstByDavis']
4150,"[0, 5, 3, 0, 1]",1,5,1,1,39.93827160493827,['InversePunisher']
4151,"[4, 1, 3, 1, 5]",1,1,2,2,183.40816326530611,['FirstByDavis']
4152,"[5, 1, 5, 2, 2]",2,5,3,3,139.06666666666666,['FirstByDavis']
4153,"[5, 1, 3, 4, 2]",4,2,4,4,177.48444444444445,['InversePunisher']
4154,"[2, 3, 4, 5, 2]",1,3,5,5,174.265625,['FirstByDavis']
4155,"[3, 3, 1, 2, 1]",1,3,1,1,99.05,['InversePunisher']
4156,"[1, 2, 4, 1, 1]",1,1,2,2,164.09876543209876,['FirstByDavis']
4157,"[3, 1, 5, 3, 5]",4,4,3,3,160.03460207612457,['FirstByDavis']
4158,"[3, 4, 4, 4, 3]",3,0,4,4,172.17283950617283,['InversePunisher']
4159,"[1, 0, 1, 4, 4]",4,2,5,5,149.52,['FirstByDavis']
4160,"[2, 5, 0, 5, 4]",3,5,1,1,95.09765625,"['ContriteTitForTat', 'InversePunisher']"
4161,"[3, 5, 1, 0, 1]",0,3,2,2,149.69,['InversePunisher']
4162,"[0, 5, 2, 4, 0]",1,5,3,3,139.58677685950414,['InversePunisher']
4163,"[5, 5, 5, 0, 3]",2,5,4,4,158.59567901234567,['InversePunisher']
4164,"[5, 4, 3, 2, 3]",1,4,5,5,165.81314878892732,['FirstByDavis']
4165,"[5, 3, 0, 5, 1]",3,5,1,1,84.03061224489795,"['ContriteTitForTat', 'InversePunisher']"
4166,"[2, 2, 2, 2, 4]",3,2,2,2,165.19444444444446,['FirstByDavis']
4167,"[2, 1, 1, 3, 3]",0,2,3,3,163.4,['InversePunisher']
4168,"[5, 1, 0, 3, 0]",4,0,4,4,200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
4169,"[3, 1, 5, 0, 3]",2,5,5,5,144.6875,['FirstByDavis']
4170,"[0, 3, 5, 2, 3]",2,3,1,1,75.97633136094674,"['ContriteTitForTat', 'InversePunisher']"
4171,"[1, 0, 1, 4, 4]",4,3,2,2,123.28,['FirstByDavis']
4172,"[4, 5, 4, 4, 3]",0,0,3,3,170.62,['InversePunisher']
4173,"[5, 2, 3, 4, 1]",3,3,4,4,164.5511111111111,['InversePunisher']
4174,"[3, 2, 4, 0, 3]",2,4,5,5,154.66666666666666,['FirstByDavis']
4175,"[0, 5, 2, 5, 4]",1,5,1,1,94.78515625,['InversePunisher']
4176,"[5, 3, 0, 3, 3]",1,3,2,2,147.31632653061226,['FirstByDavis']
4177,"[3, 4, 4, 5, 2]",2,1,3,3,159.1358024691358,['FirstByDavis']
4178,"[1, 3, 2, 2, 1]",4,1,4,4,185.44444444444446,['InversePunisher']
4179,"[2, 1, 5, 0, 4]",2,0,5,5,145.45138888888889,['FirstByDavis']
4180,"[2, 5, 0, 4, 3]",1,5,1,1,83.34183673469387,['InversePunisher']
4181,"[4, 3, 2, 3, 5]",0,4,2,2,152.2076124567474,['InversePunisher']
4182,"[4, 4, 4, 2, 2]",0,0,3,3,167.875,['InversePunisher']
4183,"[3, 1, 4, 3, 2]",0,3,4,4,170.19526627218934,['InversePunisher']
4184,"[0, 3, 0, 4, 1]",4,1,5,5,182.671875,['InversePunisher']
4185,"[1, 4, 5, 4, 5]",4,1,1,1,108.97506925207756,"['ContriteTitForTat', 'InversePunisher']"
4186,"[5, 2, 5, 3, 1]",2,5,2,2,132.109375,['FirstByDavis']
4187,"[1, 2, 0, 5, 5]",1,2,3,3,165.82248520710058,"['FirstByDavis', 'InversePunisher']"
4188,"[1, 1, 1, 5, 2]",3,1,4,4,143.45,['InversePunisher']
4189,"[1, 2, 3, 0, 0]",2,2,5,5,157.66666666666666,['FirstByDavis']
4190,"[0, 4, 2, 3, 0]",3,0,1,1,89.18518518518519,['ContriteTitForTat']
4191,"[5, 1, 2, 5, 4]",3,3,2,2,139.84429065743944,['FirstByDavis']
4192,"[3, 1, 3, 5, 4]",1,1,3,3,187.1796875,"['FirstByDavis', 'InversePunisher']"
4193,"[4, 5, 1, 3, 5]",1,4,4,4,150.1851851851852,['InversePunisher']
4194,"[4, 5, 5, 4, 5]",1,5,5,5,169.82986767485824,['FirstByDavis']
4195,"[4, 5, 1, 4, 1]",1,5,1,1,89.93333333333334,['InversePunisher']
4196,"[3, 3, 0, 3, 2]",3,3,2,2,142.20661157024793,['FirstByDavis']
4197,"[1, 5, 4, 2, 3]",2,4,3,3,156.8,['FirstByDavis']
4198,"[2, 2, 5, 5, 2]",1,0,4,4,180.0625,['InversePunisher']
4199,"[3, 4, 0, 3, 5]",0,2,5,5,172.0,['InversePunisher']
4200,"[5, 1, 5, 2, 4]",2,4,1,1,100.6401384083045,"['ContriteTitForTat', 'InversePunisher']"
4201,"[3, 2, 0, 5, 2]",3,2,2,2,119.02777777777777,['FirstByDavis']
4202,"[2, 2, 2, 3, 5]",0,1,3,3,174.20408163265307,['InversePunisher']
4203,"[5, 4, 3, 0, 1]",1,4,4,4,157.49112426035504,['InversePunisher']
4204,"[3, 3, 1, 3, 2]",3,3,5,5,168.6875,['FirstByDavis']
4205,"[1, 2, 0, 1, 3]",1,2,1,1,102.61224489795919,['InversePunisher']
4206,"[3, 2, 4, 2, 1]",1,0,2,2,167.83333333333334,['FirstByDavis']
4207,"[3, 0, 3, 2, 0]",0,2,3,3,158.0,['InversePunisher']
4208,"[5, 0, 3, 3, 5]",3,3,4,4,168.0078125,['InversePunisher']
4209,"[1, 5, 1, 0, 3]",1,5,5,5,145.3,['FirstByDavis']
4210,"[1, 2, 2, 3, 4]",4,3,1,1,89.41666666666667,"['ContriteTitForTat', 'InversePunisher']"
4211,"[4, 5, 5, 5, 1]",1,5,2,2,151.85,['FirstByDavis']
4212,"[0, 0, 4, 5, 5]",4,5,3,3,152.9591836734694,['InversePunisher']
4213,"[2, 4, 2, 0, 4]",2,2,4,4,172.77777777777777,['InversePunisher']
4214,"[4, 5, 5, 5, 4]",4,1,5,5,179.47069943289225,['FirstByDavis']
4215,"[0, 3, 4, 4, 4]",1,0,1,1,128.21333333333334,['InversePunisher']
4216,"[0, 3, 1, 5, 2]",3,2,2,2,127.23140495867769,['InversePunisher']
4217,"[2, 5, 0, 5, 5]",1,5,3,3,142.17993079584775,['FirstByDavis']
4218,"[0, 4, 0, 1, 0]",1,4,4,4,128.64,['InversePunisher']
4219,"[1, 5, 5, 0, 4]",1,2,5,5,167.51111111111112,['FirstByDavis']
4220,"[2, 5, 0, 5, 4]",4,4,1,1,112.96875,"['ContriteTitForTat', 'InversePunisher']"
4221,"[4, 0, 3, 3, 1]",2,3,2,2,135.83471074380165,['FirstByDavis']
4222,"[2, 0, 2, 4, 1]",3,4,3,3,142.8148148148148,['FirstByDavis']
4223,"[5, 1, 3, 0, 0]",2,3,4,4,146.33333333333334,['FirstByDavis']
4224,"[5, 0, 1, 2, 3]",3,2,5,5,168.69421487603304,['FirstByDavis']
4225,"[5, 0, 2, 0, 5]",4,4,1,1,69.93055555555556,['OnceBitten']
4226,"[3, 5, 3, 5, 5]",3,5,2,2,153.79818594104307,['FirstByDavis']
4227,"[5, 2, 3, 4, 1]",0,2,3,3,154.62222222222223,['InversePunisher']
4228,"[1, 3, 4, 1, 4]",4,4,4,4,172.0,['InversePunisher']
4229,"[1, 1, 3, 0, 5]",4,5,5,5,168.55,['FirstByDavis']
4230,"[2, 1, 2, 3, 3]",4,1,1,1,106.47933884297521,"['ContriteTitForTat', 'InversePunisher']"
4231,"[2, 5, 2, 3, 2]",0,1,2,2,171.37755102040816,['InversePunisher']
4232,"[2, 2, 3, 5, 2]",2,2,3,3,158.30612244897958,['FirstByDavis']
4233,"[0, 5, 2, 3, 3]",3,3,4,4,173.67455621301775,['InversePunisher']
4234,"[2, 0, 5, 4, 3]",2,4,5,5,146.0204081632653,['FirstByDavis']
4235,"[4, 2, 0, 0, 4]",4,4,1,1,73.68,['ContriteTitForTat']
4236,"[1, 1, 5, 4, 2]",3,4,2,2,153.77514792899407,['FirstByDavis']
4237,"[5, 4, 2, 3, 1]",3,2,3,3,168.16,['FirstByDavis']
4238,"[2, 0, 2, 4, 0]",3,0,4,4,151.25,['FirstByDavis']
4239,"[3, 1, 5, 0, 5]",2,5,5,5,148.75,['FirstByDavis']
4240,"[3, 0, 2, 0, 4]",4,2,1,1,63.407407407407405,['OnceBitten']
4241,"[0, 2, 5, 2, 4]",1,2,2,2,171.69230769230768,['InversePunisher']
4242,"[1, 3, 5, 2, 1]",4,1,3,3,189.25,"['FirstByDavis', 'InversePunisher']"
4243,"[5, 1, 5, 5, 3]",0,5,4,4,164.4459833795014,['InversePunisher']
4244,"[2, 4, 3, 1, 1]",1,4,5,5,161.78512396694214,['FirstByDavis']
4245,"[1, 2, 4, 2, 0]",0,1,1,1,158.17283950617283,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
4246,"[5, 3, 3, 4, 4]",3,4,2,2,157.06371191135733,['FirstByDavis']
4247,"[2, 3, 5, 5, 0]",0,1,3,3,181.26222222222222,['InversePunisher']
4248,"[1, 3, 3, 1, 4]",0,0,4,4,188.00694444444446,['InversePunisher']
4249,"[0, 5, 2, 4, 5]",1,5,5,5,157.96875,['InversePunisher']
4250,"[4, 3, 3, 5, 0]",2,2,1,1,128.64,"['ContriteTitForTat', 'InversePunisher']"
4251,"[5, 3, 2, 3, 3]",4,2,2,2,160.23828125,['FirstByDavis']
4252,"[3, 4, 2, 5, 1]",0,3,3,3,168.56,['InversePunisher']
4253,"[3, 5, 2, 0, 2]",1,4,4,4,145.76388888888889,['InversePunisher']
4254,"[0, 5, 3, 4, 2]",1,5,5,5,160.0,['InversePunisher']
4255,"[4, 1, 1, 4, 3]",0,4,1,1,96.09467455621302,"['ContriteTitForTat', 'InversePunisher']"
4256,"[4, 0, 1, 3, 2]",3,3,2,2,136.28,['FirstByDavis']
4257,"[0, 4, 2, 0, 4]",2,1,3,3,166.8,['InversePunisher']
4258,"[3, 3, 5, 5, 5]",3,5,4,4,168.85487528344672,['InversePunisher']
4259,"[4, 5, 1, 4, 2]",1,3,5,5,152.96875,['FirstByDavis']
4260,"[2, 5, 5, 2, 0]",3,1,1,1,147.29591836734693,"['ContriteTitForTat', 'OnceBitten']"
4261,"[0, 5, 3, 4, 4]",1,5,2,2,140.3125,['InversePunisher']
4262,"[5, 4, 3, 4, 2]",4,1,3,3,180.62962962962962,"['FirstByDavis', 'InversePunisher']"
4263,"[0, 5, 4, 5, 4]",1,5,4,4,158.88888888888889,['InversePunisher']
4264,"[4, 2, 2, 5, 5]",3,2,5,5,162.99382716049382,['FirstByDavis']
4265,"[2, 1, 1, 4, 3]",3,4,1,1,81.85123966942149,"['ContriteTitForTat', 'InversePunisher']"
4266,"[3, 0, 3, 4, 1]",3,2,2,2,138.77685950413223,['FirstByDavis']
4267,"[2, 3, 2, 2, 0]",3,2,3,3,171.06172839506172,['FirstByDavis']
4268,"[5, 1, 5, 5, 3]",3,5,4,4,164.86149584487535,['InversePunisher']
4269,"[3, 4, 2, 0, 2]",1,4,5,5,155.50413223140495,['FirstByDavis']
4270,"[2, 4, 2, 1, 4]",4,4,1,1,96.54437869822485,"['ContriteTitForTat', 'InversePunisher']"
4271,"[4, 1, 3, 5, 3]",4,1,2,2,160.51953125,['FirstByDavis']
4272,"[1, 0, 3, 4, 1]",2,3,3,3,136.88888888888889,['FirstByDavis']
4273,"[3, 0, 5, 5, 1]",3,4,4,4,162.60204081632654,['InversePunisher']
4274,"[5, 3, 4, 0, 1]",0,5,5,5,176.18343195266272,['InversePunisher']
4275,"[0, 4, 2, 5, 2]",0,0,1,1,200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
4276,"[0, 3, 2, 5, 2]",3,5,2,2,135.38194444444446,['InversePunisher']
4277,"[4, 2, 4, 4, 3]",2,4,3,3,154.2975778546713,['FirstByDavis']
4278,"[4, 2, 5, 3, 1]",3,3,4,4,175.94666666666666,['InversePunisher']
4279,"[5, 0, 5, 4, 3]",0,5,5,5,167.8892733564014,['InversePunisher']
4280,"[3, 5, 2, 5, 1]",1,1,1,1,95.3125,['InversePunisher']
4281,"[5, 3, 2, 1, 0]",1,3,2,2,144.6611570247934,['FirstByDavis']
4282,"[5, 4, 2, 1, 5]",3,0,3,3,188.73356401384083,"['FirstByDavis', 'InversePunisher']"
4283,"[3, 1, 4, 5, 2]",3,5,4,4,160.86666666666667,['InversePunisher']
4284,"[4, 3, 2, 5, 0]",3,2,5,5,163.34183673469389,['FirstByDavis']
4285,"[0, 2, 0, 2, 1]",1,2,1,1,72.24,['InversePunisher']
